,Alias,AppAccountFlag,AttrStatus,ChatRoomId,City,ContactFlag,DisplayName,EncryChatRoomId,HeadImgUrl,HideInputBarFlag,IsOwner,KeyWord,MemberCount,MemberList,NickName,OwnerUin,PYInitial,PYQuanPin,Province,RemarkName,RemarkPYInitial,RemarkPYQuanPin,Sex,Signature,SnsFlag,StarFriend,Statues,Uin,UniFriend,UserName,VerifyFlag
12,,0,0,0,淄博,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=631550403&username=@162ff99e038ad07dab4834ee4c159343&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],没我找不到的电子书,0,MWZBDDDZS,meiwozhaobudaodedianzishu,山东,,,,0,Kindle推送服务~,0,0,0,0,0,@162ff99e038ad07dab4834ee4c159343,24
13,,0,0,0,长宁,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=639754866&username=@54f23f4b3a285049b7cf661730545969&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],企鹅吃喝指南,0,QECHZN,qiechihezhina,上海,,,,0,客观独立，亲身实测，专业严选，找遍来自全世界的好东西，和你分享吃得到、喝得出的快乐。,0,0,0,0,0,@54f23f4b3a285049b7cf661730545969,24
14,,0,0,0,杭州,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640725463&username=@b8d844b910a1db7302106d5777fb719a&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],一人一城,0,YRYC,yirenyicheng,浙江,,,,0,世界那么大，每个地方都有好玩有趣甚至不为人知建筑，我们想和你一起，探访这些建筑，把这些好玩有趣的故事找出来和大家一起分享。,0,0,0,0,0,@b8d844b910a1db7302106d5777fb719a,24
15,,0,0,0,松江,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640730879&username=@9bffe1ef5c99e7b1b824df0a4435fe54&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],图解金融,0,TXJR,tuxiejinrong,上海,,,,0,"每天中午12点, 一条财经可视化作品. 金融│资本│创业.",0,0,0,0,0,@9bffe1ef5c99e7b1b824df0a4435fe54,24
16,,0,0,0,东城,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=642731922&username=@2d143310e31eaabeea9a60a043dff304&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],中医彭鑫博士工作室,0,ZYPXBSGZS,zhongyipengxinboshigongzuoshi,北京,,,,0,弘扬中华传统文化！传承中医经典，传播中医文化，共享养生方法，总结治病经验，传递正能量！诸恶莫作，众善奉行，和谐世界，从心做起！,0,0,0,0,0,@2d143310e31eaabeea9a60a043dff304,8
17,,0,0,0,,515,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640728852&username=@ea218c009f937fef2c50adb01f8809b3&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],集团动态,0,JTDT,jituandongtai,,,,,0,发布集团相关动态,0,0,0,0,0,@ea218c009f937fef2c50adb01f8809b3,8
18,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=642738285&username=@54a95db55cb194388528d06c0d0ce997&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],FitTime睿健时代,0,FITTIMERJSD,FitTimeruijianshidai,江苏,,,,0,一个能让你收获好身材的互联网健身运动平台。订阅号FitTime睿健时代，从吃到练，为你提供一站式完美解决方案；FitTime App，专为健身爱好者打造的系统健身课程，实现你对美好身材的所有愿望。一起加入这场健身革命，练就不平凡！,0,0,0,0,0,@54a95db55cb194388528d06c0d0ce997,24
19,,0,0,0,海淀,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=649082608&username=@756f69a8296dfc2da03d38ed118d24c9&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],北航MBA,0,BHMBA,beihangMBA,北京,,,,0,欢迎您加入“北航MBA教育中心”公众平台！我们将通过这个平台为您提供北航MBA的最新动态、招生政策以及学生活动等讯息。您只需扫描一下以上二维码或者搜索“北航MBA教育中心”即可加入，您可以通过这个平台获得有关北航的最新资讯动态。,0,0,0,0,0,@756f69a8296dfc2da03d38ed118d24c9,24
20,,0,0,0,,515,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640732220&username=@c00924c2e9caff676074c530517633fd&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],党工团园地,0,DGTYD,danggongtuanyuande,,,,,0,党工团宣传栏。,0,0,0,0,0,@c00924c2e9caff676074c530517633fd,8
21,,0,0,0,海淀,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=664111499&username=@55b84604f366041e6dac9ca57e82e6f9&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],ModernRailways铁路展,0,MODERNRAILWAYSTLZ,ModernRailwaystieluzhan,北京,,,,0,关注ModernRailways铁路展及MetroChina城轨展，获取最新行业资讯及展会信息，把握轨道交通行业未来趋势，共享企业发展商机。,0,0,0,0,0,@55b84604f366041e6dac9ca57e82e6f9,24
22,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=664115345&username=@f87f2a4822a943345a5895f01d0b3e2a&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],费用控制系统,0,FYKZJT,feiyongkongzhijitong,,,,,0,费用控制系统,0,0,0,0,0,@f87f2a4822a943345a5895f01d0b3e2a,8
23,,0,0,0,朝阳,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=664118358&username=@66f826045bccdc40e7a7e65da678ca4f&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],何凯文考研英语,0,HKWKYYY,hekaiwenkaoyanyingyu,北京,,,,0,何凯文考研英语辅导账号,0,0,0,0,0,@66f826045bccdc40e7a7e65da678ca4f,8
24,,0,0,0,徐汇,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=674753996&username=@93d6a48422cbb1f4b1d5932efc514e2a&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],Garmin,0,GARMIN,Garmin,上海,,,,0,Garmin中国官方微信。Garmin导航，全球领先，跟着Garmin一起健康运动！ 健康运动知识、热门比赛、导航资讯、促销活动、产品测评、旅游推荐、客服咨询，尽在Garmin官方微信。,0,0,0,0,0,@93d6a48422cbb1f4b1d5932efc514e2a,24
25,,0,0,0,大兴,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=674757866&username=@4b7efb2f07d59cd254a515b100c3cbdf&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],S跑团,0,SPT,Spaotuan,北京,,,,0,最有人情味的跑团,0,0,0,0,0,@4b7efb2f07d59cd254a515b100c3cbdf,8
26,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=681295257&username=@9901efa7ea5325b81b828fa8541a5d7b&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],,0,,,,,,,0,提供pdf电子书kindle电子书下载、定制服务，定制网址 www.ok4728.com ！,0,0,0,0,0,@9901efa7ea5325b81b828fa8541a5d7b,8
27,,0,0,0,深圳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=674775557&username=@ca354d49970ddc8b9c360b24632ce4ec&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],腾讯课堂,0,TXKT,tengxunketang,广东,,,,0,"腾讯推出的专业在线教育平台，致力于用互联网的方式打破中国教育资源地域分布的不平衡。其聚合大量优质教育机构和名师,下设IT互联网、设计创作、语言学习、职业考证、升学考试、生活兴趣等众多在线学习精品课程，提供一站式全方位的专业教育服务。
",0,0,0,0,0,@ca354d49970ddc8b9c360b24632ce4ec,24
28,,0,0,0,东城,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=634673351&username=@ab9704eaaff11066acb2df8f88c12b43&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],北京移动,0,BJYD,beijingyidong,北京,,,,0,北京移动唯一官方指定公众号！ 信息一键查询、业务在线办理、最新优惠咨询，还有更多免费流量、话费、积分活动等你来参与~~,0,0,0,0,0,@ab9704eaaff11066acb2df8f88c12b43,24
29,,0,0,0,,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=621030987&username=@fe39a9e09006ac65dab3b2bb827c912e&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],微信支付,0,WXZF,weixinzhifu,广东,,,,0,帮助解决微信支付中遇到的困难，收集关于微信支付的建议反馈。,0,0,0,0,0,@fe39a9e09006ac65dab3b2bb827c912e,24
30,,0,0,0,,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=627601518&username=@60e26880be043dd97479146297436a88&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],和利时企业号,0,HLSQYH,helishiqiyehao,,,,,0,为员工和客户提供交流沟通平台。,0,0,0,0,0,@60e26880be043dd97479146297436a88,24
31,,0,0,0,浦东新区,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=633280343&username=@04120114a75c7c263fcfafe33e372fbe&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,cmb,0,[],招商银行信用卡,0,ZSYXXYK,zhaoshangyinxingxinyongka,上海,,,,0,招行信用卡官方微客服，全面保障您用卡安全；可开通笔笔交易提醒，更提供“申请办卡、账单与积分查询、额度提升”等诸多服务，让您一经尝试便难以割舍，我们是4000万用户的共同选择！,0,0,0,0,0,@04120114a75c7c263fcfafe33e372fbe,29
32,,0,0,0,深圳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=633285950&username=@04dfd899ef707409a0f8a8f37ce9d548&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],中信银行信用卡,0,ZXYXXYK,zhongxinyinxingxinyongka,广东,,,,0,关注中信信用卡官微，申请信用卡最快一天拿卡！绑定信用卡即可开通实时交易提醒，保障信用卡安全。,0,0,0,0,0,@04dfd899ef707409a0f8a8f37ce9d548,24
33,,0,3,0,徐汇,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=664117077&username=@27b1118f4f2850272a50864b452d2212&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,you,0,[],优衣库,0,YYK,youyiku,上海,,,,0,优衣库品牌官方微信,0,0,0,0,0,@27b1118f4f2850272a50864b452d2212,28
34,,0,0,0,东城,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=640727261&username=@a2c69ca2324afe0d3a0d78513612beac&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],Someet活动平台,0,SOMEETHDPT,Someethuodongpingtai,北京,,,,0,这里每周三会为你推送北京、上海、广州最有趣的线下活动，有更好的活动查看、报名、发起和参与体验（关注才能收到活动报名通知哦）。 Someet是一个青年自发兴趣活动平台，我们邀请你和我们一起，共同参与和见证一代青年人的探索与成长。,0,0,0,0,0,@a2c69ca2324afe0d3a0d78513612beac,24
35,,0,0,0,通州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=681292357&username=@925953133238a71f7d553da39014109f&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],中国民生银行,0,ZGMSYX,zhongguominshengyinxing,北京,,,,0,民生银行微信银行，小薇为您服务。,0,0,0,0,0,@925953133238a71f7d553da39014109f,24
36,,0,0,0,徐汇,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=674754161&username=@d08221097bb3a9c05c904a4657c7d5ce&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],Garmin爱运动,0,GARMINAYD,Garminaiyundong,上海,,,,0,Garmin爱运动,0,0,0,0,0,@d08221097bb3a9c05c904a4657c7d5ce,24
37,,0,0,0,海淀,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=633281451&username=@1fd57d1bc7448bc87978500626685171&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],多点Dmall,0,DDDMALL,duodianDmall,北京,,,,0,多点与您熟悉的品牌商超合作，提供值得信赖的日用生鲜以及便捷的线上线下购物体验。,0,0,0,0,0,@1fd57d1bc7448bc87978500626685171,24
38,,0,131073,0,深圳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=633282596&username=@13e1678e77b320a29563663a3d3df196&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,qqw,0,[],京东JD.COM,0,JDJDCOM,jingdongJDCOM,广东,,,,0,关注京东服务号，第一时间获取商品订单物流提醒等服务,0,0,0,0,0,@13e1678e77b320a29563663a3d3df196,29
39,,0,0,0,,3,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=634670859&username=@c0bbf5544d1c396ed7f9eff69dc07a62&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],消息通知,0,XXTZ,xiaoxitongzhi,,,,,0,消息通知,0,0,0,0,0,@c0bbf5544d1c396ed7f9eff69dc07a62,8
40,,0,0,0,中山,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=674755702&username=@d2a1656bac5979ca7aa197d6d452f61a&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],香山健康,0,XSJK,xiangshanjiankang,广东,,,,0,香山健康，智护全家！全家人的智能健康管家，监测记录家人健康数据，帮助全家了解运动睡眠心率体重等健康信息。量身推送健康分析报告，私人定制全面的健康方案。香山股份股票代码：002870,0,0,0,0,0,@d2a1656bac5979ca7aa197d6d452f61a,24
41,,0,0,0,,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=664116055&username=@c6ac5d2ef3452fb3cb932ddfa3210cd7&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],京东白条,0,JDBT,jingdongbaitiao,北京,,,,0,先消费，后付款。信用好，打白条。超低分期费率，更有专享优惠。,0,0,0,0,0,@c6ac5d2ef3452fb3cb932ddfa3210cd7,24
42,,0,0,0,东城,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685326771&username=@f96236ee4eeb863ed9ee72091560ac07&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],中国农业银行,0,ZGNYYX,zhongguonongyeyinxing,北京,,,,0,在这里您可以畅享账户余额及明细查询、银证e站通、在线业务预办理、优惠和理财讯息等便捷服务，更可购买优惠产品，参与精彩互动。敬请关注！,0,0,0,0,0,@f96236ee4eeb863ed9ee72091560ac07,24
43,,0,0,0,海淀,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=634670492&username=@1e6c3afad50ee2d4e4bc396703569cb4&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],滴滴出行服务号,0,DDCXFWH,didichuxingfuwuhao,北京,,,,0,滴滴出行是全球领先的移动出行平台；为超过4亿用户提供出租车、专车、快车、顺风车、豪华车、公交、小巴、代驾、租车、企业级、共享单车等全面的出行服务。,0,0,0,0,0,@1e6c3afad50ee2d4e4bc396703569cb4,24
44,,0,0,0,朝阳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=674761742&username=@422dca63a25baeb05f042fe2c4f327949eb6dd0ecd41a881ade542bf25c36e66&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,,0,[],美团,0,MT,meituan,北京,,,,0,美团服务号，吃喝玩乐全都有。精选优质商家就等你来，大额红包福利就等你抢。餐厅美食、外卖、电影购票、酒店旅游、休闲娱乐，还有什么吗？关注我们就知道了！,0,0,0,0,0,@422dca63a25baeb05f042fe2c4f327949eb6dd0ecd41a881ade542bf25c36e66,24
45,,0,0,0,广州,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685337356&username=@03ce342045591c12936c9d885eb0d6fd&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],如松,0,RS,rusong,广东,,,,0,探讨经济趋势和财经趋势,0,0,0,0,0,@03ce342045591c12936c9d885eb0d6fd,8
46,,0,0,0,深圳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=628596663&username=@0b0fac9b2e0e387f76c50c104a73efa2&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],顺丰速运,0,SFSY,shunfengsuyun,广东,,,,0,最便捷的顺丰速运自助服务平台。下单寄件， 及时追踪快件状态，主动推送路由信息，同时订单管理、地址簿管理让您放心、舒心。我们一直在努力！,0,0,0,0,0,@0b0fac9b2e0e387f76c50c104a73efa2,24
47,,0,0,0,徐汇,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685345424&username=@cded97f517c35e805c6d77cfbaefe834&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],潮男搭配,0,CNDP,chaonandapei,上海,,,,0,专门为男士穿衣搭配服务，只做男士穿衣顾问，每日为您推荐穿衣打扮搭配小技巧，介绍流行时尚资讯，最潮流服饰搭配！关注“潮男搭配” ，一定会让你更懂得如何穿衣！,0,0,0,0,0,@cded97f517c35e805c6d77cfbaefe834,8
48,,0,0,0,朝阳,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685345430&username=@ddbe81f1af2f6fe33659b64062ff0c60&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],YinTang银傥,0,YINTANGYT,YinTangyintang,北京,,,,0,男装时尚资讯，潮流搭配，最新明星街拍演绎，品牌LOOKBOOK,0,0,0,0,0,@ddbe81f1af2f6fe33659b64062ff0c60,8
49,,0,0,0,海淀,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685346022&username=@403d6971bf3727447d4f71b761307463&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],企鹅智酷,0,QEZK,qiezhiku,北京,,,,0,企鹅智酷是互联网产业趋势研究数据分析的专业机构。拥有“企鹅智酷”、“新生代研究院”、“真象”、“IGV-全球创投研究院”、“Android生态研究院”五档数据&amp;商业研究栏目，以及“数据与研究力”开放平台。,0,0,0,0,0,@403d6971bf3727447d4f71b761307463,24
50,,0,0,0,西城,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685346340&username=@9151af6ac7c2279ea68ed0227bdc19a8&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],科技美学,0,KJMX,kejimeixue,北京,,,,0,中国领先的科技新媒体，那岩 每天用语音为你解读前沿科技，更有每期平均100万播放量的数码产品测评视频放送。工作外联 kejimeixue@163.com、官方网站 kjmx.com、官方浪微博 @科技美学,0,0,0,0,0,@9151af6ac7c2279ea68ed0227bdc19a8,24
51,,0,0,0,徐汇,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685358865&username=@7c7c3bda879793d488220b76d24da135&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],人神共奋,0,RSGF,renshengongfen,上海,,,,0,每周两篇原创，颠覆你对职场、管理、财富的看法。,0,0,0,0,0,@7c7c3bda879793d488220b76d24da135,24
52,,0,0,0,东城,1,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685358884&username=@07c236c9f1f575b8b70d160c8e737656&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],京医通,0,JYT,jingyitong,北京,,,,0,我们致力于为你提供方便、快捷的挂号、就诊缴费、检验结果查询等全方位诊疗服务！（北京市卫生和计划生育委员会、北京市医院管理局、北京银行）,0,0,0,0,0,@07c236c9f1f575b8b70d160c8e737656,24
53,,0,0,0,深圳,2051,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=685364984&username=@916091d49e14ae0bec24ef5b8f0eadaa&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],电子工程专辑,0,DZGCZJ,dianzigongchengzhuanji,广东,,,,0,电子工程专辑是中国创建较早的电子工程类网站，是《电子工程专辑》杂志的有力补充。专注为工程师提供最新技术及实用方法的专业平台。包括：16个热门技术栏目在内的，新品信息和新闻报道、专题报道以及厂商应用报告、行业重要新闻的信息速递。,0,0,0,0,0,@916091d49e14ae0bec24ef5b8f0eadaa,24
54,,0,0,0,深圳,2051,,,/cgi-bin/mmwebwx-bin/webwxgeticon?seq=649087279&username=@b0ceec378223e2042a32796cfbd46ef2&skey=@crypt_738f2167_7f62ffa36b5791db95f4bc338dc2d97a,0,0,gh_,0,[],电子发烧友网,0,DZFSYW,dianzifashaoyouwang,广东,,,,0,关注电子发烧友网助手，即时收听电子行业动态，抢先知晓半导体行业发生的最新事件。,0,0,0,0,0,@b0ceec378223e2042a32796cfbd46ef2,24
